n,p_approx,theta_rad,theta_deg
1004720000,20825810773.41237,2.3512993486975975,134.71952905223162
1004730000,20826028053.209457,2.3514355743011817,134.72733420437862
1004740000,20826245333.10608,2.3515717985459594,134.73513927867174
1004750000,20826462613.102226,2.351708021431886,134.7429442751084
1004760000,20826679893.197906,2.3518442429590056,134.7507491936912
1004770000,20826897173.393105,2.351980463127453,134.7585540344278
1004780000,20827114453.687836,2.3521166819370487,134.76635879730793
1004790000,20827331734.08209,2.352252899387972,134.77416348234186
1004800000,20827549014.575863,2.352389115480267,134.78196808953214
1004810000,20827766295.169163,2.352525330213845,134.78977261887366
1004820000,20827983575.86198,2.352661543588795,134.79757707037152
1004830000,20828200856.65432,2.3527977556051614,134.80538144402828
1004840000,20828418137.546177,2.3529339662629893,134.81318573984652
1004850000,20828635418.537556,2.353070175562234,134.82098995782366
1004860000,20828852699.62845,2.353206383502895,134.8287940979597
1004870000,20829069980.81886,2.353342590085151,134.83659816026488
1004880000,20829287262.108788,2.3534787953088685,134.84440214473153
1004890000,20829504543.498226,2.353614999174226,134.85220605136988
1004900000,20829721824.987183,2.3537512016811335,134.8600098801748
1004910000,20829939106.57565,2.3538874028296366,134.86781363114886
1004920000,20830156388.263626,2.3540236026197796,134.87561730429462
1004930000,20830373670.051113,2.3541598010516074,134.88342089961463
1004940000,20830590951.93811,2.354295998125119,134.8912244171089
1004950000,20830808233.924614,2.3544321938403603,134.89902785677998
1004960000,20831025516.01063,2.3545683881973303,134.90683121862787
1004970000,20831242798.196148,2.354704581196119,134.9146345026577
1004980000,20831460080.481174,2.3548407728366816,134.92243770886688
1004990000,20831677362.865704,2.354976963119107,134.93024083726056
1005000000,20831894645.349735,2.355113152043351,134.93804388783616
1005010000,20832111927.933273,2.355249339609458,134.94584686059625
1005020000,20832329210.61631,2.355385525817517,134.95364975554594
1005030000,20832546493.39885,2.355521710667529,134.96145257268523
1005040000,20832763776.280884,2.355657894159448,134.96925531201157
1005050000,20832981059.26242,2.3557940762934093,134.97705797353262
1005060000,20833198342.343452,2.3559302570693674,134.98486055724584
1005070000,20833415625.523983,2.3560664364874118,134.99266306315633
1005080000,20833632908.80401,2.356202614547453,135.00046549125898
1005090000,20833850192.18353,2.3563387912496703,135.00826784156402
1005100000,20834067475.662544,2.3564749665939733,135.01607011406634
1005110000,20834284759.241047,2.356611140580452,135.02387230877105
1005120000,20834502042.919044,2.3567473132091066,135.03167442567815
1005130000,20834719326.696533,2.3568834844799813,135.0394764647902
1005140000,20834936610.573513,2.3570196543930764,135.0472784261072
1005150000,20835153894.549976,2.357155822948436,135.0550803096317
1005160000,20835371178.62593,2.357291990146105,135.06288211536628
1005170000,20835588462.801376,2.3574281559860393,135.07068384330836
1005180000,20835805747.076298,2.3575643204683723,135.07848549346562
1005190000,20836023031.45071,2.3577004835930597,135.0862870658355
1005200000,20836240315.924606,2.3578366453601007,135.09408856041802
1005210000,20836457600.497982,2.3579728057696303,135.10188997722082
1005220000,20836674885.170845,2.358108964821603,135.10969131624137
1005230000,20836892169.943184,2.358245122516064,135.1174925774822
1005240000,20837109454.815002,2.358381278853013,135.12529376094335
1005250000,20837326739.7863,2.35851743383245,135.1330948666248
1005260000,20837544024.85708,2.3586535874545094,135.1408958945342
1005270000,20837761310.02733,2.3587897397191013,135.14869684466646
1005280000,20837978595.29706,2.35892589062636,135.15649771702925
1005290000,20838195880.66626,2.3590620401762403,135.16429851162002
1005300000,20838413166.134937,2.359198188368832,135.17209922844387
1005310000,20838630451.703087,2.3593343352040463,135.1798998674957
1005320000,20838847737.37071,2.359470480682016,135.18770042878316
1005330000,20839065023.137802,2.3596066248026974,135.19550091230371
1005340000,20839282309.004364,2.3597427675662237,135.20330131806503
1005350000,20839499594.970398,2.359878908972551,135.21110164606455
1005360000,20839716881.035896,2.3600150490216785,135.21890189630227
1005370000,20839934167.200863,2.3601511877136963,135.2267020687833
1005380000,20840151453.465294,2.3602873250485144,135.23450216350255
1005390000,20840368739.82919,2.3604234610263117,135.24230218047023
1005400000,20840586026.29255,2.360559595647044,135.2501021196838
1005410000,20840803312.855373,2.360695728910755,135.25790198114578
1005420000,20841020599.51766,2.3608318608174454,135.2657017648562
1005430000,20841237886.279408,2.3609679913671147,135.27350147081506
1005440000,20841455173.140614,2.3611041205598977,135.28130109903003
1005450000,20841672460.101276,2.3612402483957484,135.28910064949855
1005460000,20841889747.161404,2.361376374874668,135.29690012222062
1005470000,20842107034.32098,2.3615124999967008,135.3046995171988
1005480000,20842324321.580017,2.3616486237618917,135.31249883443564
1005490000,20842541608.938507,2.3617847461702843,135.3202980739337
1005500000,20842758896.396454,2.3619208672219245,135.32809723569557
1005510000,20842976183.953854,2.362056986916767,135.33589631971864
1005520000,20843193471.610703,2.362193105254856,135.3436953260055
1005530000,20843410759.367,2.3623292222362373,135.3514942545587
1005540000,20843628047.222755,2.3624653378609546,135.3592931053808
1005550000,20843845335.177956,2.362601452129053,135.36709187847435
1005560000,20844062623.232605,2.3627375650404434,135.37489057383425
1005570000,20844279911.3867,2.3628736765952594,135.38268919146816
1005580000,20844497199.64024,2.3630097867935005,135.39048773137608
1005590000,20844714487.993225,2.3631458956352125,135.39828619356058
1005600000,20844931776.445656,2.363282003120439,135.4060845780242
1005610000,20845149064.997528,2.3634181092490913,135.41388288476185
1005620000,20845366353.648846,2.363554214021348,135.42168111378373
1005630000,20845583642.399605,2.3636903174370745,135.4294792650822
1005640000,20845800931.2498,2.3638264194964504,135.43727733866746
1005650000,20846018220.199436,2.36396252019943,135.44507533453697
1005660000,20846235509.248512,2.3640986195461036,135.45287325269584
1005670000,20846452798.397022,2.364234717536381,135.46067109313896
1005680000,20846670087.644974,2.364370814170352,135.46846885587144
1005690000,20846887376.992355,2.3645069094480613,135.47626654089584
1005700000,20847104666.439175,2.3646430033695536,135.4840641482147
1005710000,20847321955.98542,2.3647790959347836,135.4918616778255
1005720000,20847539245.631104,2.364915187143841,135.49965912973335
1005730000,20847756535.376217,2.365051276996682,135.50745650393566
1005740000,20847973825.220764,2.3651873654934388,135.51525380044012
1005750000,20848191115.164738,2.365323452634068,135.52305101924418
1005760000,20848408405.20814,2.3654595384185693,135.53084816034783
1005770000,20848625695.350967,2.365595622847032,135.5386452237562
1005780000,20848842985.593224,2.3657317059195004,135.54644220947182
1005790000,20849060275.934906,2.365867787635931,135.55423911749216
1005800000,20849277566.376007,2.366003867996322,135.5620359478172
1005810000,20849494856.91654,2.366139947000809,135.56983270045464
1005820000,20849712147.55649,2.366276024649391,135.57762937540446
1005830000,20849929438.295864,2.3664121009420684,135.58542597266666
1005840000,20850146729.134655,2.366548175878841,135.59322249224124
1005850000,20850364020.072865,2.3666842494597535,135.60101893413076
1005860000,20850581311.110497,2.36682032168494,135.6088152983429
1005870000,20850798602.247543,2.3669563925542665,135.61661158487
1005880000,20851015893.48401,2.367092462067822,135.62440779371713
1005890000,20851233184.81989,2.3672285302256517,135.63220392488688
1005900000,20851450476.25518,2.3673645970278,135.6399999783818
1005910000,20851667767.78989,2.3675006624742667,135.6477959542019
1005920000,20851885059.42401,2.367636726565007,135.65559185234463
1005930000,20852102351.15754,2.3677727893001554,135.66338767281763
1005940000,20852319642.990482,2.3679088506797563,135.6711834156235
1005950000,20852536934.922836,2.3680449107036754,135.67897908075452
1005960000,20852754226.954597,2.3681809693721365,135.6867746682235
1005970000,20852971519.085762,2.3683170266850055,135.6945701780228
1005980000,20853188811.316338,2.368453082642416,135.70236561016003
1005990000,20853406103.64632,2.368589137244369,135.71016096463524
1006000000,20853623396.075703,2.368725190490863,135.7179562414484
1006010000,20853840688.60449,2.368861242381988,135.72575144060465
1006020000,20854057981.23268,2.3689972929176997,135.73354656210142
1006030000,20854275273.960274,2.3691333420980425,135.74134160594127
1006040000,20854492566.787266,2.3692693899230606,135.74913657212676
1006050000,20854709859.713657,2.36940543639271,135.75693146065532
1006060000,20854927152.739445,2.369541481507169,135.7647262715372
1006070000,20855144445.864635,2.3696775252663485,135.77252100476727
1006080000,20855361739.089222,2.3698135676702483,135.78031566034554
1006090000,20855579032.4132,2.369949608719047,135.78811023828223
1006100000,20855796325.83658,2.3700856484126103,135.79590473856967
1006110000,20856013619.35935,2.370221686751073,135.80369916121555
1006120000,20856230912.981506,2.3703577237343896,135.8114935062173
1006130000,20856448206.703064,2.3704937593626054,135.81928777357746
1006140000,20856665500.524006,2.3706297936357643,135.8270819632986
1006150000,20856882794.444344,2.370765826553867,135.83487607538075
1006160000,20857100088.464066,2.3709018581170027,135.842670109829
1006170000,20857317382.583176,2.3710378883251715,135.85046406664333
1006180000,20857534676.801674,2.371173917178328,135.8582579458212
1006190000,20857751971.119556,2.371309944676607,135.8660517473703
1006200000,20857969265.536823,2.371445970819963,135.87384547128806
1006210000,20858186560.053474,2.3715819956084414,135.88163911757704
1006220000,20858403854.66951,2.371718019042042,135.88943268623723
1006230000,20858621149.38493,2.371854041120854,135.89722617727375
1006240000,20858838444.199726,2.3719900618448775,135.9050195906866
1006250000,20859055739.113903,2.3721260812141125,135.9128129264758
1006260000,20859273034.12746,2.372262099228648,135.92060618464643
1006270000,20859490329.24039,2.3723981158884397,135.92839936519596
1006280000,20859707624.452705,2.3725341311935764,135.9361924681295
1006290000,20859924919.764393,2.3726701451440144,135.94398549344447
1006300000,20860142215.175453,2.372806157739842,135.95177844114602
1006310000,20860359510.68589,2.3729421689810595,135.95957131123413
1006320000,20860576806.2957,2.3730781788677118,135.96736410371136
1006330000,20860794102.00488,2.373214187399799,135.97515681857772
1006340000,20861011397.81343,2.3733501945773208,135.9829494558332
1006350000,20861228693.72135,2.3734862004004107,135.99074201548547
1006360000,20861445989.728645,2.373622204869025,135.99853449753198
1006370000,20861663285.8353,2.3737582079832076,136.00632690197529
1006380000,20861880582.04133,2.3738942097429145,136.01411922881283
1006390000,20862097878.346718,2.374030210148279,136.0219114780523
1006400000,20862315174.751476,2.374166209199257,136.0297036496911
1006410000,20862532471.255596,2.374302206895937,136.03749574373438
1006420000,20862749767.85908,2.374438203238275,136.04528776017958
1006430000,20862967064.561928,2.3745741982263606,136.0530796990318
1006440000,20863184361.364136,2.3747101918601485,136.0608715602885
1006450000,20863401658.2657,2.374846184139728,136.06866334395477
1006460000,20863618955.26663,2.3749821750651443,136.0764550500332
1006470000,20863836252.366913,2.3751181646363078,136.08424667851864
1006480000,20864053549.566555,2.3752541528533966,136.09203822942135
1006490000,20864270846.86555,2.375390139716322,136.0998297027362
1006500000,20864488144.26391,2.375526125225173,136.10762109846831
1006510000,20864705441.761612,2.37566210937995,136.1154124166177
1006520000,20864922739.358673,2.3757980921806974,136.12320365718688
1006530000,20865140037.055088,2.3759340736274153,136.13099482017589
1006540000,20865357334.850853,2.3760700537201926,136.13878590558983
1006550000,20865574632.745964,2.376206032458985,136.14657691342614
1006560000,20865791930.74043,2.376342009843837,136.1543678436874
1006570000,20866009228.834244,2.3764779858747938,136.16215869637614
1006580000,20866226527.027397,2.3766139605518988,136.16994947149493
1006590000,20866443825.31991,2.3767499338751534,136.17774016904377
1006600000,20866661123.711758,2.376885905844512,136.1855307890201
1006610000,20866878422.20295,2.3770218764601534,136.19332133143416
1006620000,20867095720.79349,2.377157845721944,136.20111179627827
1006630000,20867313019.48337,2.377293813630062,136.20890218356266
1006640000,20867530318.272594,2.377429780184463,136.21669249328477
1006650000,20867747617.16115,2.3775657453851022,136.22448272544204
1006660000,20867964916.149055,2.3777017092321584,136.23227288004472
1006670000,20868182215.236298,2.377837671725542,136.24006295708767
1006680000,20868399514.422874,2.3779736328653422,136.24785295657603
1006690000,20868616813.70879,2.3781095926515596,136.25564287850978
1006700000,20868834113.094036,2.3782455510841936,136.26343272288892
1006710000,20869051412.57862,2.3783815081633337,136.27122248971858
1006720000,20869268712.16254,2.3785174638889357,136.2790121789962
1006730000,20869486011.84579,2.3786534182611327,136.28680179072944
1006740000,20869703311.628372,2.378789371279836,136.2945913249132
1006750000,20869920611.510284,2.37892532294509,136.30238078155003
1006760000,20870137911.491528,2.379061273256984,136.31017016064504
1006770000,20870355211.572098,2.379197222215518,136.31795946219825
1006780000,20870572511.751995,2.379333169820737,136.3257486862122
1006790000,20870789812.03122,2.379469116072596,136.33353783268433
1006800000,20871007112.409767,2.3796050609712283,136.34132690162232
1006810000,20871224412.88764,2.3797410045165015,136.3491158930185
1006820000,20871441713.46484,2.3798769467086376,136.35690480688567
1006830000,20871659014.14136,2.380012887547503,136.36469364321613
1006840000,20871876314.917202,2.3801488270332767,136.37248240202013
1006850000,20872093615.792362,2.380284765165824,136.38027108328998
1006860000,20872310916.766846,2.380420701945279,136.38805968703338
1006870000,20872528217.84065,2.3805566373716425,136.3958482132503
1006880000,20872745519.013767,2.380692571444914,136.40363666194077
1006890000,20872962820.286205,2.3808285041651374,136.41142503310732
1006900000,20873180121.657955,2.380964435532403,136.41921332675508
1006910000,20873397423.12902,2.3811003655466214,136.42700154287894
1006920000,20873614724.6994,2.3812362942078815,136.434789681484
1006930000,20873832026.369095,2.3813722215162727,136.4425777425754
1006940000,20874049328.138096,2.3815081474716613,136.45036572614544
1006950000,20874266630.006413,2.3816440720742253,136.45815363220436
1006960000,20874483931.974037,2.3817799953239205,136.4659414607496
1006970000,20874701234.04097,2.381915917220792,136.47372921178373
1006980000,20874918536.207214,2.382051837764839,136.48151688530675
1006990000,20875135838.47276,2.3821877569561507,136.48930448132376
1007000000,20875353140.837616,2.382323674794683,136.4970919998322
1007010000,20875570443.301777,2.3824595912805253,136.50487944083721
1007020000,20875787745.86524,2.3825955064136775,136.51266680433878
1007030000,20876005048.528004,2.382731420194139,136.5204540903369
1007040000,20876222351.29007,2.382867332621955,136.52824129883413
1007050000,20876439654.15144,2.38300324369717,136.53602842983304
1007060000,20876656957.112106,2.3831391534198287,136.54381548333618
1007070000,20876874260.172077,2.3832750617898864,136.55160245934098
1007080000,20877091563.331345,2.3834109688074325,136.55938935785258
1007090000,20877308866.589905,2.383546874472467,136.56717617887097
1007100000,20877526169.94776,2.3836827787849892,136.57496292239614
1007110000,20877743473.404915,2.3838186817451343,136.58274958843577
1007120000,20877960776.961365,2.383954583352812,136.59053617698476
1007130000,20878178080.617107,2.3840904836081123,136.5983226880482
1007140000,20878395384.37214,2.38422638251099,136.60610912162355
1007150000,20878612688.22646,2.384362280061579,136.61389547771847
1007160000,20878829992.180077,2.38449817625988,136.62168175633298
1007170000,20879047296.232975,2.3846340711058027,136.62946795746194
1007180000,20879264600.38517,2.3847699645995264,136.6372540811156
1007190000,20879481904.636646,2.3849058567410064,136.6450401272914
1007200000,20879699208.98741,2.3850417475302423,136.65282609598933
1007210000,20879916513.437458,2.385177636967324,136.6606119872145
1007220000,20880133817.986794,2.385313525052251,136.66839780096694
1007230000,20880351122.63541,2.385449411785068,136.6761835372492
1007240000,20880568427.38331,2.3855852971657754,136.68396919606124
1007250000,20880785732.23049,2.3857211811943726,136.6917547774031
1007260000,20881003037.17695,2.3858570638709495,136.6995402812799
1007270000,20881220342.222687,2.3859929451955058,136.7073257076916
1007280000,20881437647.367706,2.386128825168086,136.7151110566408
1007290000,20881654952.612,2.3862647037886453,136.72289632812493
1007300000,20881872257.95557,2.3864005810573183,136.73068152215166
1007310000,20882089563.39842,2.3865364569740155,136.73846663871586
1007320000,20882306868.94054,2.386672331538915,136.7462516778278
1007330000,20882524174.581936,2.3868082047518833,136.75403663947975
1007340000,20882741480.3226,2.3869440766130543,136.76182152367943
1007350000,20882958786.162537,2.3870799471224275,136.76960633042683
1007360000,20883176092.10175,2.387215816279959,136.77739105971938
1007370000,20883393398.140224,2.3873516840858273,136.78517571156732
1007380000,20883610704.277973,2.387487550539898,136.79296028596298
1007390000,20883828010.514984,2.38762341564235,136.80074478291658
1007400000,20884045316.851265,2.3877592793930487,136.80852920242046
1007410000,20884262623.28681,2.387895141792129,136.81631354448228
1007420000,20884479929.821617,2.3880310028395906,136.82409780910206
1007430000,20884697236.455696,2.3881668625354333,136.83188199627978
1007440000,20884914543.18903,2.3883027208797465,136.83966610602056
1007450000,20885131850.021626,2.388438577872575,136.84745013832696
1007460000,20885349156.953484,2.388574433513829,136.85523409319387
1007470000,20885566463.9846,2.3887102878035984,136.8630179706264
1007480000,20885783771.11498,2.3888461407419275,136.8708017706271
1007490000,20886001078.34461,2.3889819923288167,136.878585493196
1007500000,20886218385.6735,2.38911784256431,136.88636913833562
1007510000,20886435693.101646,2.3892536914484523,136.89415270604854
1007520000,20886653000.629047,2.389389538981199,136.9019361963322
1007530000,20886870308.2557,2.3895253851626395,136.9097196091917
1007540000,20887087615.981606,2.389661229992774,136.91750294462707
1007550000,20887304923.806763,2.389797073471691,136.9252862026434
1007560000,20887522231.73117,2.389932915599302,136.9330693832356
1007570000,20887739539.75483,2.3900687563757406,136.9408524864113
1007580000,20887956847.87774,2.390204595801007,136.94863551217054
1007590000,20888174156.09989,2.390340433875056,136.95641846051075
1007600000,20888391464.42129,2.3904762705979774,136.96420133143704
1007610000,20888608772.84194,2.390612105969861,136.97198412495453
1007620000,20888826081.36183,2.390747939990616,136.9797668410581
1007630000,20889043389.98097,2.3908837726602883,136.98754947975033
1007640000,20889260698.699345,2.391019603978967,136.9953320410363
1007650000,20889478007.516964,2.391155433946652,137.00311452491604
1007660000,20889695316.43383,2.391291262563343,137.01089693138954
1007670000,20889912625.44993,2.391427089829129,137.0186792604619
1007680000,20890129934.56527,2.391562915743967,137.0264615121306
1007690000,20890347243.779842,2.3916987403078998,137.03424368639816
1007700000,20890564553.09366,2.391834563520928,137.0420257832646
1007710000,20890781862.50671,2.391970385383186,137.04980780273758
1007720000,20890999172.018993,2.3921062058946285,137.05758974481455
1007730000,20891216481.630516,2.392242025055256,137.06537160949551
1007740000,20891433791.341267,2.3923778428652023,137.07315339678814
1007750000,20891651101.15125,2.3925136593243335,137.08093510668476
1007760000,20891868411.060467,2.3926494744327385,137.0887167391905
1007770000,20892085721.06891,2.392785288190552,137.096498294313
1007780000,20892303031.176582,2.3929211005976834,137.10427977204716
1007790000,20892520341.383488,2.393056911654134,137.112061172393
1007800000,20892737651.689617,2.3931927213600823,137.11984249536073
1007810000,20892954962.09497,2.393328529715349,137.12762374094012
1007820000,20893172272.59955,2.3934643367201573,137.13540490914397
1007830000,20893389583.203354,2.3936001423744186,137.14318599996716
1007840000,20893606893.90638,2.3937359466781776,137.15096701341224
1007850000,20893824204.70863,2.393871749631523,137.15874794948434
1007860000,20894041515.6101,2.3940075512343655,137.16652880817833
1007870000,20894258826.61079,2.3941433514868837,137.17430958950445
1007880000,20894476137.710705,2.394279150388989,137.18209029345758
1007890000,20894693448.90983,2.3944149479406804,137.18987092003772
1007900000,20894910760.20817,2.3945507441420926,137.19765146925255
1007910000,20895128071.605736,2.394686538993181,137.2054319410995
1007920000,20895345383.102512,2.3948223324939897,137.21321233558115
1007930000,20895562694.6985,2.3949581246445635,137.22099265270003
1007940000,20895780006.393707,2.395093915444947,137.22877289245872
1007950000,20895997318.18812,2.3952297048950957,137.23655305485465
1007960000,20896214630.08175,2.3953654929950994,137.24433313989294
1007970000,20896431942.074585,2.3955012797449124,137.25211314757104
1007980000,20896649254.166634,2.3956370651446695,137.2598930778966
1007990000,20896866566.35789,2.3957728491943255,137.2676729308671
1008000000,20897083878.648354,2.3959086318938807,137.2754527064825
1008010000,20897301191.03802,2.3960444132434686,137.2832324047505
1008020000,20897518503.526897,2.396180193243001,137.29101202566596
1008030000,20897735816.114975,2.396315971892566,137.29879156923403
1008040000,20897953128.802258,2.3964517491921637,137.30657103545468
1008050000,20898170441.58874,2.3965875251418844,137.31435042433304
1008060000,20898387754.474426,2.396723299741638,137.322129735864
1008070000,20898605067.459312,2.396859072991558,137.32990897005521
1008080000,20898822380.5434,2.396994844891646,137.3376881269067
1008090000,20899039693.726685,2.3971306154418555,137.3454672064159
1008100000,20899257007.009163,2.3972663846423217,137.35324620859046
1008110000,20899474320.390842,2.3974021524929996,137.36102513342786
1008120000,20899691633.87172,2.397537918993978,137.3688039809332
1008130000,20899908947.451786,2.397673684145213,137.3765827511039
1008140000,20900126261.13105,2.3978094479467487,137.38436144394257
1008150000,20900343574.909504,2.39794521039863,137.39214005945172
1008160000,20900560888.78715,2.3980809715009017,137.39991859763393
1008170000,20900778202.763985,2.3982167312535636,137.4076970584892
1008180000,20900995516.84001,2.3983524896566606,137.41547544202007
1008190000,20901212831.01523,2.398488246710192,137.42325374822656
1008200000,20901430145.289627,2.398624002414203,137.43103197711122
1008210000,20901647459.66322,2.3987597567686936,137.43881012867405
1008220000,20901864774.135994,2.398895509773753,137.44658820292017
1008230000,20902082088.70795,2.399031261429292,137.45436619984446
1008240000,20902299403.379097,2.399167011735489,137.46214411945715
1008250000,20902516718.14942,2.3993027606922546,137.46992196175313
1008260000,20902734033.018932,2.3994385082996783,137.4776997267375
1008270000,20902951347.987617,2.399574254557805,137.48547741441286
1008280000,20903168663.05549,2.3997099994665447,137.49325502477404
1008290000,20903385978.222534,2.399845743026032,137.50103255782875
1008300000,20903603293.488758,2.3999814852362666,137.50881001357698
1008310000,20903820608.854164,2.4001172260972488,137.51658739201872
1008320000,20904037924.318737,2.4002529656090674,137.5243646931591
1008330000,20904255239.882492,2.400388703771723,137.5321419169981
1008340000,20904472555.545418,2.4005244405851704,137.5399190635332
1008350000,20904689871.307518,2.400660176049499,137.5476961327695
1008360000,20904907187.16879,2.400795910164798,137.55547312471208
1008370000,20905124503.129234,2.400931642930934,137.5632500393533
1008380000,20905341819.188843,2.4010673743480853,137.5710268767034
1008390000,20905559135.347626,2.401203104416252,137.57880363676236
1008400000,20905776451.605576,2.401338833135389,137.58658031952763
1008410000,20905993767.962692,2.401474560505541,137.59435692500176
1008420000,20906211084.418972,2.401610286526798,137.60213345318988
1008430000,20906428400.97442,2.401746011199159,137.60990990409198
1008440000,20906645717.629032,2.4018817345226253,137.61768627770806
1008450000,20906863034.3828,2.4020174564971954,137.62546257403812
1008460000,20907080351.23574,2.4021531771229596,137.6332387930873
1008470000,20907297668.18784,2.4022888963999622,137.6410149348581
1008480000,20907514985.239094,2.402424614328114,137.64879099934547
1008490000,20907732302.38951,2.4025603309075936,137.6565669865596
1008500000,20907949619.639088,2.4026960461383116,137.66434289649538
1008510000,20908166936.98782,2.402831760020313,137.6721187291554
1008520000,20908384254.435707,2.402967472553731,137.67989448454728
1008530000,20908601571.98275,2.4031031837384322,137.68767016266338
1008540000,20908818889.62895,2.403238893574551,137.69544576351137
1008550000,20909036207.374302,2.4033746020620863,137.70322128709125
1008560000,20909253525.218803,2.4035103092010384,137.71099673340302
1008570000,20909470843.162457,2.4036460149914527,137.71877210244924
1008580000,20909688161.20526,2.403781719433373,137.72654739423245
1008590000,20909905479.347214,2.403917422526889,137.7343226087578
1008600000,20910122797.588318,2.404053124271867,137.74209774601758
1008610000,20910340115.928566,2.40418882466844,137.74987280601948
1008620000,20910557434.36796,2.4043245237165647,137.75764778876095
1008630000,20910774752.906506,2.4044602214163735,137.76542269424965
1008640000,20910992071.54419,2.404595917767823,137.77319752248303
1008650000,20911209390.28102,2.4047316127709575,137.78097227346365
1008660000,20911426709.11699,2.4048673064258215,137.78874694719406
1008670000,20911644028.052105,2.4050029987323702,137.7965215436717
1008680000,20911861347.086357,2.4051386896906934,137.8042960629017
1008690000,20912078666.21975,2.4052743793008355,137.8120705048866
1008700000,20912295985.452282,2.405410067562796,137.81984486962642
1008710000,20912513304.78395,2.405545754476531,137.8276191571186
1008720000,20912730624.214752,2.405681440042174,137.83539336737078
1008730000,20912947943.744698,2.4058171242597255,137.843167500383
1008740000,20913165263.37377,2.405952807129185,137.85094155615525
1008750000,20913382583.101982,2.406088488650597,137.85871553469008
1008760000,20913599902.929325,2.4062241688240062,137.86648943599005
1008770000,20913817222.855797,2.4063598476493686,137.8742632600526
1008780000,20914034542.8814,2.4064955251268176,137.8820370068854
1008790000,20914251863.00613,2.406631201256264,137.88981067648336
1008800000,20914469183.229996,2.406766876037842,137.89758426885413
1008810000,20914686503.552986,2.4069025494715066,137.90535778399516
1008820000,20914903823.9751,2.4070382215573023,137.913131221909
1008830000,20915121144.496346,2.4071738922952295,137.92090458259565
1008840000,20915338465.11671,2.4073095616854223,137.9286778660628
1008850000,20915555785.8362,2.4074452297277906,137.93645107230532
1008860000,20915773106.654816,2.4075808964223797,137.94422420132577
1008870000,20915990427.57255,2.407716561769279,137.95199725312926
1008880000,20916207748.589405,2.407852225768443,137.95977022771325
1008890000,20916425069.705383,2.4079878884199175,137.96754312508028
1008900000,20916642390.920475,2.408123549723791,137.97531594523548
1008910000,20916859712.23469,2.4082592096800193,137.98308868817628
1008920000,20917077033.648018,2.4083948682886467,137.99086135390525
1008930000,20917294355.160465,2.4085305255497627,137.9986339424275
1008940000,20917511676.772022,2.4086661814632775,138.0064064537379
1008950000,20917728998.4827,2.4088018360292365,138.01417888783902
1008960000,20917946320.292484,2.408937489247729,138.021951244736
1008970000,20918163642.201385,2.4090731411187543,138.0297235244288
1008980000,20918380964.209393,2.409208791642402,138.03749572692254
1008990000,20918598286.316513,2.4093444408185825,138.04526785221213
1009000000,20918815608.522743,2.4094800886474306,138.05303990030524
1009010000,20919032930.82808,2.409615735128901,138.0608118711993
1009020000,20919250253.232525,2.409751380263039,138.06858376489686
1009030000,20919467575.736076,2.4098870240498433,138.07635558139793
1009040000,20919684898.33873,2.4100226664894486,138.0841273207102
1009050000,20919902221.04049,2.4101583075817214,138.09189898282597
1009060000,20920119543.84135,2.4102939473267955,138.09967056775292
1009070000,20920336866.741318,2.4104295857247147,138.10744207549362
1009080000,20920554189.74038,2.410565222775435,138.1152135060455
1009090000,20920771512.838547,2.4107008584789567,138.12298485940858
1009100000,20920988836.035812,2.410836492835458,138.13075613559306
1009110000,20921206159.332176,2.4109721258448045,138.1385273345913
1009120000,20921423482.727634,2.4111077575071307,138.14629845641093
1009130000,20921640806.222195,2.4112433878223922,138.15406950104943
1009140000,20921858129.815845,2.411379016790678,138.1618404685119
1009150000,20922075453.50859,2.411514644411943,138.1696113587958
1009160000,20922292777.30043,2.4116502706863217,138.1773821719088
1009170000,20922510101.191364,2.41178589561368,138.1851529078432
1009180000,20922727425.181385,2.4119215191942414,138.1929235666118
1009190000,20922944749.2705,2.4120571414278267,138.20069414820438
1009200000,20923162073.458706,2.4121927623146147,138.20846465263116
1009210000,20923379397.745995,2.4123283818545613,138.2162350798896
1009220000,20923596722.132374,2.412464000047755,138.2240054299848
1009230000,20923814046.61784,2.412599616894152,138.2317757029142
1009240000,20924031371.20239,2.412735232393796,138.23954589868038
1009250000,20924248695.886024,2.412870846546732,138.24731601728587
1009260000,20924466020.668743,2.4130064593529608,138.25508605873068
1009270000,20924683345.550545,2.4131420708125706,138.26285602301994
1009280000,20924900670.531425,2.413277680925517,138.27062591015107
1009290000,20925117995.61139,2.41341328969189,138.2783957201292
1009300000,20925335320.790432,2.413548897111644,138.28616545295176
1009310000,20925552646.06855,2.413684503184824,138.29393510862133
1009320000,20925769971.44575,2.413820107911564,138.30170468714556
1009330000,20925987296.922028,2.4139557112917305,138.3094741885168
1009340000,20926204622.49738,2.414091313325412,138.31724361274013
1009350000,20926421948.171806,2.4142269140126977,138.3250129598207
1009360000,20926639273.9453,2.4143625133535442,138.33278222975594
1009370000,20926856599.817875,2.414498111347995,138.3405514225484
1009380000,20927073925.78952,2.414633707996095,138.34832053820065
1009390000,20927291251.860233,2.4147693032977995,138.35608957671013
1009400000,20927508578.030018,2.4149048972532428,138.36385853808451
1009410000,20927725904.29887,2.41504048986238,138.37162742232124
1009420000,20927943230.66679,2.4151760811252556,138.37939622942287
1009430000,20928160557.133778,2.4153116710419145,138.38716495939195
1009440000,20928377883.699833,2.4154472596123564,138.3949336122285
